faixa_etaria,sexo,cor_raca,situacao_ensino,presenca,quantidade
16,Feminino,Amarela,Concluiu,Eliminado,6
16,Feminino,Amarela,Concluiu,Presente,4
16,Feminino,Amarela,Cursando,Eliminado,1692
16,Feminino,Amarela,Cursando,Presente,3503
16,Feminino,Amarela,Evasão,Eliminado,35
16,Feminino,Amarela,Evasão,Presente,36
16,Feminino,Branca,Concluiu,Eliminado,74
16,Feminino,Branca,Concluiu,Presente,132
16,Feminino,Branca,Cursando,Eliminado,35363
16,Feminino,Branca,Cursando,Presente,71185
16,Feminino,Branca,Evasão,Eliminado,762
16,Feminino,Branca,Evasão,Presente,832
16,Feminino,Indígena,Concluiu,Eliminado,3
16,Feminino,Indígena,Concluiu,Presente,3
16,Feminino,Indígena,Cursando,Eliminado,345
16,Feminino,Indígena,Cursando,Presente,496
16,Feminino,Indígena,Evasão,Eliminado,7
16,Feminino,Indígena,Evasão,Presente,4
16,Feminino,Não declarado,Concluiu,Eliminado,3
16,Feminino,Não declarado,Concluiu,Presente,4
16,Feminino,Não declarado,Cursando,Eliminado,1720
16,Feminino,Não declarado,Cursando,Presente,3107
16,Feminino,Não declarado,Evasão,Eliminado,50
16,Feminino,Não declarado,Evasão,Presente,54
16,Feminino,Parda,Concluiu,Eliminado,128
16,Feminino,Parda,Concluiu,Presente,149
16,Feminino,Parda,Cursando,Eliminado,28501
16,Feminino,Parda,Cursando,Presente,56522
16,Feminino,Parda,Evasão,Eliminado,731
16,Feminino,Parda,Evasão,Presente,698
16,Feminino,Preta,Concluiu,Eliminado,36
16,Feminino,Preta,Concluiu,Presente,37
16,Feminino,Preta,Cursando,Eliminado,5051
16,Feminino,Preta,Cursando,Presente,9188
16,Feminino,Preta,Evasão,Eliminado,113
16,Feminino,Preta,Evasão,Presente,94
16,Masculino,Amarela,Concluiu,Eliminado,6
16,Masculino,Amarela,Cursando,Eliminado,677
16,Masculino,Amarela,Cursando,Presente,1591
16,Masculino,Amarela,Evasão,Eliminado,19
16,Masculino,Amarela,Evasão,Presente,21
16,Masculino,Branca,Concluiu,Eliminado,54
16,Masculino,Branca,Concluiu,Presente,91
16,Masculino,Branca,Cursando,Eliminado,20077
16,Masculino,Branca,Cursando,Presente,37762
16,Masculino,Branca,Evasão,Eliminado,403
16,Masculino,Branca,Evasão,Presente,424
16,Masculino,Indígena,Concluiu,Eliminado,2
16,Masculino,Indígena,Concluiu,Presente,3
16,Masculino,Indígena,Cursando,Eliminado,205
16,Masculino,Indígena,Cursando,Presente,261
16,Masculino,Indígena,Evasão,Eliminado,5
16,Masculino,Indígena,Evasão,Presente,4
16,Masculino,Não declarado,Concluiu,Eliminado,4
16,Masculino,Não declarado,Concluiu,Presente,5
16,Masculino,Não declarado,Cursando,Eliminado,862
16,Masculino,Não declarado,Cursando,Presente,1529
16,Masculino,Não declarado,Evasão,Eliminado,31
16,Masculino,Não declarado,Evasão,Presente,26
16,Masculino,Parda,Concluiu,Eliminado,68
16,Masculino,Parda,Concluiu,Presente,73
16,Masculino,Parda,Cursando,Eliminado,15303
16,Masculino,Parda,Cursando,Presente,28347
16,Masculino,Parda,Evasão,Eliminado,456
16,Masculino,Parda,Evasão,Presente,445
16,Masculino,Preta,Concluiu,Eliminado,14
16,Masculino,Preta,Concluiu,Presente,16
16,Masculino,Preta,Cursando,Eliminado,2738
16,Masculino,Preta,Cursando,Presente,4489
16,Masculino,Preta,Evasão,Eliminado,73
16,Masculino,Preta,Evasão,Presente,53
17,Feminino,Amarela,Concluiu,Eliminado,107
17,Feminino,Amarela,Concluiu,Presente,184
17,Feminino,Amarela,Cursando,Eliminado,3674
17,Feminino,Amarela,Cursando,Presente,7570
17,Feminino,Amarela,Evasão,Eliminado,7
17,Feminino,Amarela,Evasão,Presente,7
17,Feminino,Branca,Concluiu,Eliminado,925
17,Feminino,Branca,Concluiu,Presente,2014
17,Feminino,Branca,Cursando,Eliminado,64155
17,Feminino,Branca,Cursando,Presente,143067
17,Feminino,Branca,Evasão,Eliminado,69
17,Feminino,Branca,Evasão,Presente,38
17,Feminino,Indígena,Concluiu,Eliminado,43
17,Feminino,Indígena,Concluiu,Presente,51
17,Feminino,Indígena,Cursando,Eliminado,972
17,Feminino,Indígena,Cursando,Presente,1311
17,Feminino,Indígena,Evasão,Eliminado,2
17,Feminino,Indígena,Evasão,Presente,1
17,Feminino,Não declarado,Concluiu,Eliminado,65
17,Feminino,Não declarado,Concluiu,Presente,125
17,Feminino,Não declarado,Cursando,Eliminado,3819
17,Feminino,Não declarado,Cursando,Presente,6303
17,Feminino,Não declarado,Evasão,Eliminado,7
17,Feminino,Não declarado,Evasão,Presente,3
17,Feminino,Parda,Concluiu,Eliminado,1906
17,Feminino,Parda,Concluiu,Presente,3833
17,Feminino,Parda,Cursando,Eliminado,65408
17,Feminino,Parda,Cursando,Presente,126933
17,Feminino,Parda,Evasão,Eliminado,127
17,Feminino,Parda,Evasão,Presente,71
17,Feminino,Preta,Concluiu,Eliminado,391
17,Feminino,Preta,Concluiu,Presente,736
17,Feminino,Preta,Cursando,Eliminado,13892
17,Feminino,Preta,Cursando,Presente,27156
17,Feminino,Preta,Evasão,Eliminado,34
17,Feminino,Preta,Evasão,Presente,14
17,Masculino,Amarela,Concluiu,Eliminado,41
17,Masculino,Amarela,Concluiu,Presente,60
17,Masculino,Amarela,Cursando,Eliminado,1693
17,Masculino,Amarela,Cursando,Presente,3747
17,Masculino,Amarela,Evasão,Eliminado,3
17,Masculino,Amarela,Evasão,Presente,3
17,Masculino,Branca,Concluiu,Eliminado,491
17,Masculino,Branca,Concluiu,Presente,997
17,Masculino,Branca,Cursando,Eliminado,42121
17,Masculino,Branca,Cursando,Presente,94794
17,Masculino,Branca,Evasão,Eliminado,47
17,Masculino,Branca,Evasão,Presente,39
17,Masculino,Indígena,Concluiu,Eliminado,23
17,Masculino,Indígena,Concluiu,Presente,30
17,Masculino,Indígena,Cursando,Eliminado,672
17,Masculino,Indígena,Cursando,Presente,851
17,Masculino,Indígena,Evasão,Eliminado,4
17,Masculino,Indígena,Evasão,Presente,1
17,Masculino,Não declarado,Concluiu,Eliminado,45
17,Masculino,Não declarado,Concluiu,Presente,44
17,Masculino,Não declarado,Cursando,Eliminado,2578
17,Masculino,Não declarado,Cursando,Presente,3749
17,Masculino,Não declarado,Evasão,Eliminado,4
17,Masculino,Não declarado,Evasão,Presente,2
17,Masculino,Parda,Concluiu,Eliminado,900
17,Masculino,Parda,Concluiu,Presente,1764
17,Masculino,Parda,Cursando,Eliminado,41796
17,Masculino,Parda,Cursando,Presente,76762
17,Masculino,Parda,Evasão,Eliminado,73
17,Masculino,Parda,Evasão,Presente,41
17,Masculino,Preta,Concluiu,Eliminado,239
17,Masculino,Preta,Concluiu,Presente,360
17,Masculino,Preta,Cursando,Eliminado,9437
17,Masculino,Preta,Cursando,Presente,16930
17,Masculino,Preta,Evasão,Eliminado,28
17,Masculino,Preta,Evasão,Presente,15
18,Feminino,Amarela,Concluiu,Eliminado,2294
18,Feminino,Amarela,Concluiu,Presente,2871
18,Feminino,Amarela,Cursando,Eliminado,3528
18,Feminino,Amarela,Cursando,Presente,4809
18,Feminino,Amarela,Evasão,Eliminado,21
18,Feminino,Amarela,Evasão,Presente,4
18,Feminino,Branca,Concluiu,Eliminado,34488
18,Feminino,Branca,Concluiu,Presente,47404
18,Feminino,Branca,Cursando,Eliminado,45870
18,Feminino,Branca,Cursando,Presente,77261
18,Feminino,Branca,Evasão,Eliminado,180
18,Feminino,Branca,Evasão,Presente,79
18,Feminino,Indígena,Concluiu,Eliminado,556
18,Feminino,Indígena,Concluiu,Presente,481
18,Feminino,Indígena,Cursando,Eliminado,1119
18,Feminino,Indígena,Cursando,Presente,1195
18,Feminino,Indígena,Evasão,Eliminado,7
18,Feminino,Não declarado,Concluiu,Eliminado,1514
18,Feminino,Não declarado,Concluiu,Presente,1943
18,Feminino,Não declarado,Cursando,Eliminado,3937
18,Feminino,Não declarado,Cursando,Presente,4151
18,Feminino,Não declarado,Evasão,Eliminado,18
18,Feminino,Não declarado,Evasão,Presente,4
18,Feminino,Parda,Concluiu,Eliminado,40106
18,Feminino,Parda,Concluiu,Presente,49740
18,Feminino,Parda,Cursando,Eliminado,64461
18,Feminino,Parda,Cursando,Presente,87439
18,Feminino,Parda,Evasão,Eliminado,261
18,Feminino,Parda,Evasão,Presente,77
18,Feminino,Preta,Concluiu,Eliminado,10392
18,Feminino,Preta,Concluiu,Presente,12244
18,Feminino,Preta,Cursando,Eliminado,14406
18,Feminino,Preta,Cursando,Presente,21279
18,Feminino,Preta,Evasão,Eliminado,47
18,Feminino,Preta,Evasão,Presente,23
18,Masculino,Amarela,Concluiu,Eliminado,882
18,Masculino,Amarela,Concluiu,Presente,1340
18,Masculino,Amarela,Cursando,Eliminado,1785
18,Masculino,Amarela,Cursando,Presente,2388
18,Masculino,Amarela,Evasão,Eliminado,8
18,Masculino,Amarela,Evasão,Presente,1
18,Masculino,Branca,Concluiu,Eliminado,20817
18,Masculino,Branca,Concluiu,Presente,27023
18,Masculino,Branca,Cursando,Eliminado,34605
18,Masculino,Branca,Cursando,Presente,57536
18,Masculino,Branca,Evasão,Eliminado,106
18,Masculino,Branca,Evasão,Presente,45
18,Masculino,Indígena,Concluiu,Eliminado,334
18,Masculino,Indígena,Concluiu,Presente,322
18,Masculino,Indígena,Cursando,Eliminado,923
18,Masculino,Indígena,Cursando,Presente,780
18,Masculino,Indígena,Evasão,Eliminado,6
18,Masculino,Não declarado,Concluiu,Eliminado,864
18,Masculino,Não declarado,Concluiu,Presente,919
18,Masculino,Não declarado,Cursando,Eliminado,3403
18,Masculino,Não declarado,Cursando,Presente,2826
18,Masculino,Não declarado,Evasão,Eliminado,10
18,Masculino,Não declarado,Evasão,Presente,1
18,Masculino,Parda,Concluiu,Eliminado,22353
18,Masculino,Parda,Concluiu,Presente,26542
18,Masculino,Parda,Cursando,Eliminado,48765
18,Masculino,Parda,Cursando,Presente,58451
18,Masculino,Parda,Evasão,Eliminado,167
18,Masculino,Parda,Evasão,Presente,56
18,Masculino,Preta,Concluiu,Eliminado,6277
18,Masculino,Preta,Concluiu,Presente,6813
18,Masculino,Preta,Cursando,Eliminado,11984
18,Masculino,Preta,Cursando,Presente,15100
18,Masculino,Preta,Evasão,Eliminado,58
18,Masculino,Preta,Evasão,Presente,16
19,Feminino,Amarela,Concluiu,Eliminado,3897
19,Feminino,Amarela,Concluiu,Presente,3834
19,Feminino,Amarela,Cursando,Eliminado,1196
19,Feminino,Amarela,Cursando,Presente,966
19,Feminino,Amarela,Evasão,Eliminado,39
19,Feminino,Amarela,Evasão,Presente,5
19,Feminino,Branca,Concluiu,Eliminado,49360
19,Feminino,Branca,Concluiu,Presente,54888
19,Feminino,Branca,Cursando,Eliminado,10810
19,Feminino,Branca,Cursando,Presente,10445
19,Feminino,Branca,Evasão,Eliminado,265
19,Feminino,Branca,Evasão,Presente,60
19,Feminino,Indígena,Concluiu,Eliminado,945
19,Feminino,Indígena,Concluiu,Presente,751
19,Feminino,Indígena,Cursando,Eliminado,451
19,Feminino,Indígena,Cursando,Presente,274
19,Feminino,Indígena,Evasão,Eliminado,7
19,Feminino,Não declarado,Concluiu,Eliminado,2318
19,Feminino,Não declarado,Concluiu,Presente,2436
19,Feminino,Não declarado,Cursando,Eliminado,1401
19,Feminino,Não declarado,Cursando,Presente,787
19,Feminino,Não declarado,Evasão,Eliminado,27
19,Feminino,Não declarado,Evasão,Presente,10
19,Feminino,Parda,Concluiu,Eliminado,68640
19,Feminino,Parda,Concluiu,Presente,67399
19,Feminino,Parda,Cursando,Eliminado,22619
19,Feminino,Parda,Cursando,Presente,17192
19,Feminino,Parda,Evasão,Eliminado,401
19,Feminino,Parda,Evasão,Presente,124
19,Feminino,Preta,Concluiu,Eliminado,18244
19,Feminino,Preta,Concluiu,Presente,17690
19,Feminino,Preta,Cursando,Eliminado,5891
19,Feminino,Preta,Cursando,Presente,5261
19,Feminino,Preta,Evasão,Eliminado,99
19,Feminino,Preta,Evasão,Presente,34
19,Masculino,Amarela,Concluiu,Eliminado,1533
19,Masculino,Amarela,Concluiu,Presente,1643
19,Masculino,Amarela,Cursando,Eliminado,701
19,Masculino,Amarela,Cursando,Presente,577
19,Masculino,Amarela,Evasão,Eliminado,10
19,Masculino,Amarela,Evasão,Presente,2
19,Masculino,Branca,Concluiu,Eliminado,30390
19,Masculino,Branca,Concluiu,Presente,32920
19,Masculino,Branca,Cursando,Eliminado,9998
19,Masculino,Branca,Cursando,Presente,9984
19,Masculino,Branca,Evasão,Eliminado,195
19,Masculino,Branca,Evasão,Presente,57
19,Masculino,Indígena,Concluiu,Eliminado,654
19,Masculino,Indígena,Concluiu,Presente,466
19,Masculino,Indígena,Cursando,Eliminado,424
19,Masculino,Indígena,Cursando,Presente,242
19,Masculino,Indígena,Evasão,Eliminado,9
19,Masculino,Indígena,Evasão,Presente,1
19,Masculino,Não declarado,Concluiu,Eliminado,1531
19,Masculino,Não declarado,Concluiu,Presente,1386
19,Masculino,Não declarado,Cursando,Eliminado,1534
19,Masculino,Não declarado,Cursando,Presente,768
19,Masculino,Não declarado,Evasão,Eliminado,18
19,Masculino,Não declarado,Evasão,Presente,4
19,Masculino,Parda,Concluiu,Eliminado,39278
19,Masculino,Parda,Concluiu,Presente,38188
19,Masculino,Parda,Cursando,Eliminado,20495
19,Masculino,Parda,Cursando,Presente,14211
19,Masculino,Parda,Evasão,Eliminado,243
19,Masculino,Parda,Evasão,Presente,67
19,Masculino,Preta,Concluiu,Eliminado,11851
19,Masculino,Preta,Concluiu,Presente,10733
19,Masculino,Preta,Cursando,Eliminado,5762
19,Masculino,Preta,Cursando,Presente,4686
19,Masculino,Preta,Evasão,Eliminado,98
19,Masculino,Preta,Evasão,Presente,25
20,Feminino,Amarela,Concluiu,Eliminado,3819
20,Feminino,Amarela,Concluiu,Presente,2966
20,Feminino,Amarela,Cursando,Eliminado,499
20,Feminino,Amarela,Cursando,Presente,258
20,Feminino,Amarela,Evasão,Eliminado,31
20,Feminino,Amarela,Evasão,Presente,12
20,Feminino,Branca,Concluiu,Eliminado,43770
20,Feminino,Branca,Concluiu,Presente,37517
20,Feminino,Branca,Cursando,Eliminado,3622
20,Feminino,Branca,Cursando,Presente,2187
20,Feminino,Branca,Evasão,Eliminado,262
20,Feminino,Branca,Evasão,Presente,53
20,Feminino,Indígena,Concluiu,Eliminado,927
20,Feminino,Indígena,Concluiu,Presente,557
20,Feminino,Indígena,Cursando,Eliminado,187
20,Feminino,Indígena,Cursando,Presente,96
20,Feminino,Indígena,Evasão,Eliminado,7
20,Feminino,Indígena,Evasão,Presente,2
20,Feminino,Não declarado,Concluiu,Eliminado,2287
20,Feminino,Não declarado,Concluiu,Presente,1731
20,Feminino,Não declarado,Cursando,Eliminado,633
20,Feminino,Não declarado,Cursando,Presente,235
20,Feminino,Não declarado,Evasão,Eliminado,22
20,Feminino,Não declarado,Evasão,Presente,4
20,Feminino,Parda,Concluiu,Eliminado,67431
20,Feminino,Parda,Concluiu,Presente,51580
20,Feminino,Parda,Cursando,Eliminado,9544
20,Feminino,Parda,Cursando,Presente,4850
20,Feminino,Parda,Evasão,Eliminado,543
20,Feminino,Parda,Evasão,Presente,111
20,Feminino,Preta,Concluiu,Eliminado,19360
20,Feminino,Preta,Concluiu,Presente,14497
20,Feminino,Preta,Cursando,Eliminado,2558
20,Feminino,Preta,Cursando,Presente,1617
20,Feminino,Preta,Evasão,Eliminado,133
20,Feminino,Preta,Evasão,Presente,34
20,Masculino,Amarela,Concluiu,Eliminado,1680
20,Masculino,Amarela,Concluiu,Presente,1302
20,Masculino,Amarela,Cursando,Eliminado,277
20,Masculino,Amarela,Cursando,Presente,155
20,Masculino,Amarela,Evasão,Eliminado,12
20,Masculino,Amarela,Evasão,Presente,2
20,Masculino,Branca,Concluiu,Eliminado,28651
20,Masculino,Branca,Concluiu,Presente,24574
20,Masculino,Branca,Cursando,Eliminado,3552
20,Masculino,Branca,Cursando,Presente,2259
20,Masculino,Branca,Evasão,Eliminado,197
20,Masculino,Branca,Evasão,Presente,34
20,Masculino,Indígena,Concluiu,Eliminado,752
20,Masculino,Indígena,Concluiu,Presente,405
20,Masculino,Indígena,Cursando,Eliminado,220
20,Masculino,Indígena,Cursando,Presente,73
20,Masculino,Indígena,Evasão,Eliminado,3
20,Masculino,Indígena,Evasão,Presente,3
20,Masculino,Não declarado,Concluiu,Eliminado,1511
20,Masculino,Não declarado,Concluiu,Presente,1189
20,Masculino,Não declarado,Cursando,Eliminado,741
20,Masculino,Não declarado,Cursando,Presente,251
20,Masculino,Não declarado,Evasão,Eliminado,22
20,Masculino,Não declarado,Evasão,Presente,4
20,Masculino,Parda,Concluiu,Eliminado,42177
20,Masculino,Parda,Concluiu,Presente,32847
20,Masculino,Parda,Cursando,Eliminado,9203
20,Masculino,Parda,Cursando,Presente,4369
20,Masculino,Parda,Evasão,Eliminado,303
20,Masculino,Parda,Evasão,Presente,85
20,Masculino,Preta,Concluiu,Eliminado,14146
20,Masculino,Preta,Concluiu,Presente,10069
20,Masculino,Preta,Cursando,Eliminado,2818
20,Masculino,Preta,Cursando,Presente,1627
20,Masculino,Preta,Evasão,Eliminado,119
20,Masculino,Preta,Evasão,Presente,32
21,Feminino,Amarela,Concluiu,Eliminado,3365
21,Feminino,Amarela,Concluiu,Presente,1975
21,Feminino,Amarela,Cursando,Eliminado,212
21,Feminino,Amarela,Cursando,Presente,94
21,Feminino,Amarela,Evasão,Eliminado,27
21,Feminino,Amarela,Evasão,Presente,5
21,Feminino,Branca,Concluiu,Eliminado,35364
21,Feminino,Branca,Concluiu,Presente,24756
21,Feminino,Branca,Cursando,Eliminado,1607
21,Feminino,Branca,Cursando,Presente,608
21,Feminino,Branca,Evasão,Eliminado,247
21,Feminino,Branca,Evasão,Presente,33
21,Feminino,Indígena,Concluiu,Eliminado,836
21,Feminino,Indígena,Concluiu,Presente,411
21,Feminino,Indígena,Cursando,Eliminado,109
21,Feminino,Indígena,Cursando,Presente,22
21,Feminino,Indígena,Evasão,Eliminado,13
21,Feminino,Indígena,Evasão,Presente,1
21,Feminino,Não declarado,Concluiu,Eliminado,1945
21,Feminino,Não declarado,Concluiu,Presente,1252
21,Feminino,Não declarado,Cursando,Eliminado,274
21,Feminino,Não declarado,Cursando,Presente,79
21,Feminino,Não declarado,Evasão,Eliminado,17
21,Feminino,Não declarado,Evasão,Presente,4
21,Feminino,Parda,Concluiu,Eliminado,59575
21,Feminino,Parda,Concluiu,Presente,37816
21,Feminino,Parda,Cursando,Eliminado,4807
21,Feminino,Parda,Cursando,Presente,1691
21,Feminino,Parda,Evasão,Eliminado,547
21,Feminino,Parda,Evasão,Presente,96
21,Feminino,Preta,Concluiu,Eliminado,17484
21,Feminino,Preta,Concluiu,Presente,10843
21,Feminino,Preta,Cursando,Eliminado,1171
21,Feminino,Preta,Cursando,Presente,581
21,Feminino,Preta,Evasão,Eliminado,131
21,Feminino,Preta,Evasão,Presente,30
21,Masculino,Amarela,Concluiu,Eliminado,1407
21,Masculino,Amarela,Concluiu,Presente,1021
21,Masculino,Amarela,Cursando,Eliminado,111
21,Masculino,Amarela,Cursando,Presente,70
21,Masculino,Amarela,Evasão,Eliminado,9
21,Masculino,Branca,Concluiu,Eliminado,24852
21,Masculino,Branca,Concluiu,Presente,17399
21,Masculino,Branca,Cursando,Eliminado,1391
21,Masculino,Branca,Cursando,Presente,616
21,Masculino,Branca,Evasão,Eliminado,139
21,Masculino,Branca,Evasão,Presente,27
21,Masculino,Indígena,Concluiu,Eliminado,660
21,Masculino,Indígena,Concluiu,Presente,337
21,Masculino,Indígena,Cursando,Eliminado,104
21,Masculino,Indígena,Cursando,Presente,39
21,Masculino,Indígena,Evasão,Eliminado,9
21,Masculino,Não declarado,Concluiu,Eliminado,1490
21,Masculino,Não declarado,Concluiu,Presente,987
21,Masculino,Não declarado,Cursando,Eliminado,338
21,Masculino,Não declarado,Cursando,Presente,75
21,Masculino,Não declarado,Evasão,Eliminado,17
21,Masculino,Não declarado,Evasão,Presente,3
21,Masculino,Parda,Concluiu,Eliminado,38965
21,Masculino,Parda,Concluiu,Presente,25555
21,Masculino,Parda,Cursando,Eliminado,4334
21,Masculino,Parda,Cursando,Presente,1502
21,Masculino,Parda,Evasão,Eliminado,298
21,Masculino,Parda,Evasão,Presente,62
21,Masculino,Preta,Concluiu,Eliminado,13616
21,Masculino,Preta,Concluiu,Presente,8324
21,Masculino,Preta,Cursando,Eliminado,1262
21,Masculino,Preta,Cursando,Presente,559
21,Masculino,Preta,Evasão,Eliminado,110
21,Masculino,Preta,Evasão,Presente,18
22,Feminino,Amarela,Concluiu,Eliminado,2758
22,Feminino,Amarela,Concluiu,Presente,1470
22,Feminino,Amarela,Cursando,Eliminado,112
22,Feminino,Amarela,Cursando,Presente,34
22,Feminino,Amarela,Evasão,Eliminado,19
22,Feminino,Amarela,Evasão,Presente,4
22,Feminino,Branca,Concluiu,Eliminado,28572
22,Feminino,Branca,Concluiu,Presente,17127
22,Feminino,Branca,Cursando,Eliminado,955
22,Feminino,Branca,Cursando,Presente,325
22,Feminino,Branca,Evasão,Eliminado,237
22,Feminino,Branca,Evasão,Presente,35
22,Feminino,Indígena,Concluiu,Eliminado,614
22,Feminino,Indígena,Concluiu,Presente,358
22,Feminino,Indígena,Cursando,Eliminado,70
22,Feminino,Indígena,Cursando,Presente,14
22,Feminino,Indígena,Evasão,Eliminado,7
22,Feminino,Indígena,Evasão,Presente,1
22,Feminino,Não declarado,Concluiu,Eliminado,1512
22,Feminino,Não declarado,Concluiu,Presente,926
22,Feminino,Não declarado,Cursando,Eliminado,175
22,Feminino,Não declarado,Cursando,Presente,40
22,Feminino,Não declarado,Evasão,Eliminado,11
22,Feminino,Não declarado,Evasão,Presente,3
22,Feminino,Parda,Concluiu,Eliminado,49830
22,Feminino,Parda,Concluiu,Presente,27335
22,Feminino,Parda,Cursando,Eliminado,3010
22,Feminino,Parda,Cursando,Presente,815
22,Feminino,Parda,Evasão,Eliminado,515
22,Feminino,Parda,Evasão,Presente,71
